,title,height,length,art_type,medium_text,date_text,age,house,fecha,price,author,performance,source,country
3106,el conejo fumigador,22.375,300.25,latin american sale, gouache and pen on paper ,1979,43,christie's,2002-05-28,359769.0, francisco toledo,2.4277778452593517,mutual art,-
3107,double sided screen,140.5,31.125,latin american sale, pyroxilin on hinged panels ,1962,60,christie's,2002-05-28,62964.0, david alfaro siqueiros,1.529600108833754,mutual art,-
3108,mar de lurín,58.625,58.625,latin american sale, acrylic on canvas ,1989,33,christie's,2002-05-28,31482.0, fernando de szyszlo,1.529600108833754,mutual art,-
3109,mujer de pie con rebozo,15.0,38.0,latin american sale, bronze with green patina ,1970,52,christie's,2002-05-28,18692.0, francisco zuñiga,0.8108571217869048,mutual art,-
3110,dos mujeres,19.0,23.0,latin american sale, oil on canvas ,1940,82,christie's,2002-05-28,31482.0, fidelio ponce de león,1.0063146387422506,mutual art,-
3111,sin título,22.0,30.0,latin american sale, tempera on paper ,1989,33,christie's,2002-05-28,68867.0, tomás sánchez,1.195000802543847,mutual art,-
3112,la jícara anaranjada,28.0,22.0,latin american sale, oil on canvas ,1930,92,christie's,2002-05-28,147571.0, alfredo ramos martínez,1.280356973980914,mutual art,-
3113,brujo,22.125,15.625,latin american sale, tempera on paper laid down on canvas ,1945,77,christie's,2002-05-28,55093.0, rené portocarrero,0.8364997073397371,mutual art,-
3114,flores,270.75,24.0,latin american sale, acrylic on canvas ,1950,72,christie's,2002-05-28,121992.0, david alfaro siqueiros,1.4817999948983869,mutual art,-
3115,"2 works: composition sketches for la ciencia química presente en las principales actividades productoras útiles a la sociedad humana, a mural at the facultad of ciencias químicas of unam in ciudad universitaria, mexico city",24.0,180.5,latin american sale, graphite on tracing paper ,1933,89,christie's,2002-05-28,167247.0, diego rivera,1.4510713393303347,mutual art,-
3116,sin título,38.625,51.125,latin american sale, oil and sand on canvas ,1962,60,christie's,2002-05-28,341657.0, francisco toledo,0.9651162741427723,mutual art,-
3117,vendedores de grano,10.875,15.0,latin american sale, watercolor on rice paper ,1934,88,christie's,2002-05-28,78705.0, diego rivera,1.5933347369443926,mutual art,-
3118,dos mujeres,510.5,380.25,latin american sale, oil and sand on canvas ,1968,54,christie's,2002-05-28,921239.0, rufino tamayo,1.5985714803807602,mutual art,-
3119,siesta,24.875,350.75,latin american sale, charcoal on paper ,1976,46,christie's,2002-05-28,35417.0, francisco zuñiga,1.536429299611739,mutual art,-
3122,leon,305.0,250.0,19th & 20th century prints & drawings, etching and aquatint ,1970,52,swann auction galleries,2002-09-19,710.0, francisco toledo,0.5070704185116413,mutual art,-
3128,reclining female nude,490.0,690.0,19th & 20th century prints & drawings, charcoal and pencil on light blue laid paper ,1978,44,swann auction galleries,2002-09-19,9846.0, francisco zuñiga,0.9200020556617129,mutual art,-
3130,woman,700.0,540.0,19th & 20th century prints & drawings, color lithograph ,1969,53,swann auction galleries,2002-09-19,1232.0, rufino tamayo,0.4986642920747997,mutual art,-
3131,two children,775.0,585.0,19th & 20th century prints & drawings, lithograph ,1956,66,swann auction galleries,2002-09-19,1704.0, david alfaro siqueiros,1.2176212083318445,mutual art,-
3132,hombre con los brazos en alto,220.25,30.125,prints and multiples, etching in colors ,1980,42,christie's,2002-09-25,3148.0, rufino tamayo,0.7648016326133961,mutual art,-
3133,mujer con sandía,210.5,160.75,prints and multiples, lithograph in colors ,1950,72,christie's,2002-09-25,2951.0, rufino tamayo,1.7920145741612266,mutual art,-
3134,paisaje con montana,19.375,24.25,20th century art & design, charcoal on paper ,1946,76,doyle new york,2002-11-05,8855.0, david alfaro siqueiros,0.512190184226509,mutual art,-
3136,"miguel angel asturias, rome, a.k.a.",1836.42,519.0,ninteenth and twentieth century prints, lithographs in colors ,1974,48,christie's,2002-11-05,18692.0, rufino tamayo,1.4190007325784864,mutual art,-
3137,dos personajes atacados por perros,590.5,95.0,ninteenth and twentieth century prints, mixograph in colors ,1975,47,christie's,2002-11-05,19676.0, rufino tamayo,0.6828577576333891,mutual art,-
3138,mujer con sandia,21.625,16.875,old master through contemporary prints, color lithograph ,1953,69,swann auction galleries,2002-11-07,4166.0, rufino tamayo,0.8433369096540416,mutual art,-
3140,"hombre, luna y estrellas",20.0,13.625,old master through contemporary prints, color lithograph ,1950,72,swann auction galleries,2002-11-07,3598.0, rufino tamayo,0.874001020234654,mutual art,-
3141,mujer con sandia,21.5,16.875,books & prints, color lithograph ,1953,69,doyle new york,2002-11-12,1475.0, rufino tamayo,0.5973352772040659,mutual art,-
3142,mujer con naranja,27.0,19.25,books & prints, color screenprint ,1974,48,doyle new york,2002-11-12,1968.0, francisco zuñiga,0.9559895074322353,mutual art,-
3143,femme au collant rose,27.375,20.75,books & prints, color lithograph ,1969,53,doyle new york,2002-11-12,1475.0, rufino tamayo,0.7168023326448791,mutual art,-
3145,naturaleza muerta con flores y frutas,220.25,15.0,latin american sale, pastel on paper ,1946,76,christie's,2002-11-20,35417.0, rené portocarrero,1.536429299611739,mutual art,-
3146,arquitectura geográfica,480.5,36.0,latin american sale, pyroxylin on board ,1959,63,christie's,2002-11-20,177085.0, david alfaro siqueiros,0.9777273505264494,mutual art,-
3147,mujer de pie con rebozo,150.75,40.0,latin american sale, bronze with dark brown patina ,1970,52,christie's,2002-11-20,33449.0, francisco zuñiga,1.160857290106736,mutual art,-
3148,personaje,11.375,31.375,latin american sale, oil and sand on masonite ,1962,60,christie's,2002-11-20,108219.0, rufino tamayo,0.7302778617547345,mutual art,-
3149,mujeres caminando,210.25,29.0,latin american sale, colored crayon on paper ,1984,38,christie's,2002-11-20,21644.0, francisco zuñiga,2.190832392819366,mutual art,-
3150,retrato de mujer,270.5,190.5,latin american sale, gouache on heavy paper ,1970,52,christie's,2002-11-20,12790.0, rené portocarrero,1.5535985423625873,mutual art,-
3151,mujer indígena con elotes (indian woman with corn),260.5,19.625,latin american sale, oil on canvas ,1926,96,christie's,2002-11-20,486553.0, diego rivera,0.5909999839056592,mutual art,-
3152,bailarinas,46.0,36.0,latin american sale, oil on canvas ,1942,80,christie's,2002-11-20,464597.0, rufino tamayo,0.9883333998112028,mutual art,-
3153,nuestra sra. de la soledad,20.0,180.5,latin american sale," gouache, charcoal, pen and black ink on buff paper ",1942,80,christie's,2002-11-20,43288.0, alfredo ramos martínez,1.3145001009682322,mutual art,-
3154,caballo,18.625,230.25,latin american sale, pen and ink on paper ,1980,42,christie's,2002-11-20,7870.0, francisco toledo,0.682857415553878,mutual art,-
3155,retrato de mujer con mono,430.5,360.5,latin american sale, oil on burlap laid down on canvas ,1933,89,christie's,2002-11-20,269209.0, armando reverón,1.1678571513784224,mutual art,-
3156,dos personajes,38.375,510.25,latin american sale, oil and sand on canvas ,1968,54,christie's,2002-11-20,414105.0, rufino tamayo,1.4371427683977473,mutual art,-
3157,mujeres bañandose en el río,80.25,60.25,latin american sale, watercolor and pencil on paper ,1940,82,christie's,2002-11-20,39352.0, diego rivera,1.0622225641316334,mutual art,-
3158,cortador de piedras,10.875,150.5,latin american sale, india ink on rice paper ,1930,92,christie's,2002-11-20,94446.0, diego rivera,2.549332138466044,mutual art,-
3159,madre con niño de pie,270.5,69.8,latin american sale, bronze with green patina ,1965,57,christie's,2002-11-20,78705.0, francisco zuñiga,0.9560000680210963,mutual art,-
3160,cabeza de niña,26.0,22.0,latin american sale, oil on canvas ,1960,62,christie's,2002-11-20,29514.0, héctor poleo,0.2390000769296175,mutual art,-
3161,constructif avec ritmes dentéles,330.5,210.5,latin american sale, tempera on canvas ,1931,91,christie's,2002-11-20,595224.0, joaquín torres garcía,1.606666533502991,mutual art,-
3162,pescados en el lodo,270.75,39.375,latin american sale, gouache and pen on paper ,1978,44,christie's,2002-11-20,98381.0, francisco toledo,0.8535716160389665,mutual art,-
3163,mar de lurín,59.0,580.75,latin american sale, oil on canvas ,1989,33,christie's,2002-11-20,21644.0, fernando de szyszlo,0.7511417743659509,mutual art,-
3164,escena con trabajador,11.0,15.0,latin american sale, watercolor and charcoal on rice paper ,1934,88,christie's,2002-11-20,74769.0, diego rivera,1.5136666062703523,mutual art,-
3165,dos toros,18.875,280.75,latin american sale, oil and sand on canvas mounted on masonite ,1965,57,christie's,2002-11-20,33449.0, francisco toledo,0.8126006671055732,mutual art,-
3166,evelia,100.5,26.2,latin american sale, bronze with dark brown patina ,1974,48,christie's,2002-11-20,23611.0, francisco zuñiga,0.8194280558062054,mutual art,-
3168,tiges bleues et blanches,560.25,52.0,post-war and contemporary," painted wood, metal and nylon threads ",1974,48,christie's,2003-02-06,94378.0, jesus-rafael soto,2.04857158051363,mutual art,-
3169,"pasteque #1, from las mujeres",21.0,27.625,prints and multiples, lithograph in colors ,1969,53,christie's,2003-02-13,4233.0, rufino tamayo,1.3144942162875553,mutual art,-
3170,perfil de hombre ( tamarind,21.875,18.0,prints and multiples, lithograph in colors ,1964,58,christie's,2003-02-13,2309.0, rufino tamayo,1.1471866848838654,mutual art,-
3171,mujer con olla,1447.8,755.0,19th & 20th century prints and drawings, color lithograph ,1983,39,swann auction galleries,2003-03-04,2777.0, francisco zuñiga,0.6899978880151069,mutual art,-
3172,negra,1270.0,350.0,19th & 20th century prints and drawings, lithograph ,1935,87,swann auction galleries,2003-03-04,1481.0, david alfaro siqueiros,0.7359920487017021,mutual art,-
3174,teteras enojadas,38.0,51.0,"impressionist, modern and post war art", black marker pen and gouache on paper laid down on canvas ,1985,37,christie's,2003-04-03,16361.0, antonio seguí,1.0771681951951753,mutual art,-
3176,apesanteur,390.25,390.25,"impressionist, modern and post war art", charcoal and oil on various sheets of newspaper laid down on canvas ,1990,32,christie's,2003-04-03,11898.0, antonio seguí,0.9399997629854354,mutual art,-
3177,dos personajes,40.0,68.0,nineteenth and twentieth century prints, mixograph in colors ,1979,43,christie's,2003-04-29,16354.0, rufino tamayo,0.5804570469238864,mutual art,-
3178,male black on red background,765.0,584.0,old master through contemporary prints, color mixograph ,1976,46,swann auction galleries,2003-05-01,5554.0, rufino tamayo,1.3799957760302137,mutual art,-
3179,woman,700.0,540.0,old master through contemporary prints, color lithograph ,1969,53,swann auction galleries,2003-05-01,2222.0, rufino tamayo,1.104017091893772,mutual art,-
3180,man with arms raised,565.0,770.0,old master through contemporary prints, color mixograph ,1976,46,swann auction galleries,2003-05-01,2962.0, rufino tamayo,0.7360011927095629,mutual art,-
3181,head,745.0,550.0,old master through contemporary prints, color mixograph ,1975,47,swann auction galleries,2003-05-01,4444.0, rufino tamayo,1.3799956525789523,mutual art,-
3182,three red hands,545.0,752.0,old master through contemporary prints, color mixograph ,1975,47,swann auction galleries,2003-05-01,3148.0, rufino tamayo,0.9775031439705631,mutual art,-
3183,flores halucinógenas,680.25,15.0,latin american art, goauche and pastel on paper laid down on masonite ,1935,87,christie's,2003-05-28,36555.0, alfredo ramos martínez,0.8256370991238828,mutual art,-
3184,man and woman,390.75,32.125,latin american art, oil and sand on canvas ,1972,50,christie's,2003-05-28,246489.0, rufino tamayo,1.0935715310884317,mutual art,-
3185,obrero,150.75,10.875,latin american art, watercolor and pencil on paper ,1940,82,christie's,2003-05-28,19239.0, diego rivera,1.707143934621152,mutual art,-
3186,three women; sin título; cabeza,10.875,14.0,latin american art, watercolor on paper ,1942,80,christie's,2003-05-28,21163.0, mariano rodriguez,0.9389273521432328,mutual art,-
3187,mujeres descansando,18.0,190.75,latin american art, pastel on paper ,1968,54,christie's,2003-05-28,46175.0, francisco zuñiga,1.6388584246373572,mutual art,-
3188,la cocina,190.75,270.5,latin american art, pastel on paper ,1979,43,christie's,2003-05-28,28859.0, francisco zuñiga,1.024285929777549,mutual art,-
3189,cuatro mujeres,40.0,25.875,latin american art, pastel and charcoal on paper ,1968,54,christie's,2003-05-28,25011.0, francisco zuñiga,1.7261107813772447,mutual art,-
3190,juchiteca de pie,30.0,76.2,latin american art, bronze with green patina ,1965,57,christie's,2003-05-28,73110.0, francisco zuñiga,1.6512741982477657,mutual art,-
3191,autorretrato,180.5,110.5,latin american art, black crayon and white tempera on zinc plate ,1934,88,christie's,2003-05-28,125056.0, david alfaro siqueiros,1.2945836102501673,mutual art,-
3192,composición,20.125,16.0,latin american art, tempera on canvas ,1931,91,christie's,2003-05-28,444840.0, joaquín torres garcía,0.9209999860247506,mutual art,-
3193,contemplando al contemplador,23.625,190.75,latin american art, acrylic on canvas ,2001,21,christie's,2003-05-28,115436.0, tomás sánchez,1.7924997806658287,mutual art,-
3194,paisaje,250.25,19.0,latin american art, acrylic on paper laid down on canvas ,1979,43,christie's,2003-05-28,38479.0, tomás sánchez,0.8690909090909091,mutual art,-
3195,sin título,9.0,11.0,latin american art, watercolor on paper ,1965,57,christie's,2003-05-28,23087.0, francisco toledo,1.0622209237323812,mutual art,-
3196,casita secundaria,35.0,450.25,latin american art, oil on canvas ,1981,41,christie's,2003-05-28,16354.0, antonio seguí,0.725570664832849,mutual art,-
3197,mar de lurin,39.0,39.0,latin american art, oil on canvas ,1991,31,christie's,2003-05-28,25011.0, fernando de szyszlo,0.9138240968081376,mutual art,-
3198,maternidad,180.25,220.25,latin american art, oil on canvas ,1936,86,christie's,2003-05-28,38479.0, héctor poleo,0.6828571428571428,mutual art,-
3199,campesino con sombrero verde,110.75,9.0,latin american art, watercolor and pencil on paper ,1939,83,christie's,2003-05-28,34631.0, rufino tamayo,0.8603996531668401,mutual art,-
3200,arbol florido,250.5,200.5,latin american art, pyroxilin on masonite ,1965,57,christie's,2003-05-28,76958.0, david alfaro siqueiros,0.956,mutual art,-
3201,sin título,90.5,120.5,latin american art, gouache on paper ,1963,59,christie's,2003-05-28,6735.0, francisco toledo,0.8365991963182182,mutual art,-
3202,untitled; untitled; florero,220.5,30.0,latin american art," watercolor on paper; ink on paper; watercolor, color crayon and ink on paper ",1949,73,christie's,2003-05-28,23087.0, mariano rodriguez,0.8194289162185664,mutual art,-
3203,rumbo al mercado,10.875,15.0,latin american art, watercolor and ink on rice paper ,1948,74,christie's,2003-05-28,73110.0, diego rivera,1.29742909925306,mutual art,-
3204,bañista en el peñón blanco,37.0,280.75,latin american art, oil on canvas ,1925,97,christie's,2003-05-28,246489.0, angel zárraga,1.224800103951163,mutual art,-
3205,mujer y vaca,12.625,180.5,latin american art, gouache on paper ,1932,90,christie's,2003-05-28,125056.0, rufino tamayo,0.9709377076876253,mutual art,-
