ID,precio estimado,precio_venta,fecha,autor,casa subasta,tipo,tecnica,dimensiones,precio estimado dolares,precio venta dolares
4360,"15,000 - 20,000 usd","43,750 usd","nov 19, 2012 - nov 20, 2012",angel zarraga,sotheby's new york,latin american art,oil on wood panel,16 1/8 by 13 in,20000.0,43750.0
4361,"20,000 - 30,000 usd","20,000 usd","nov 19, 2012 - nov 20, 2012",juan soriano,sotheby's new york,latin american art,tempera and gouache on paper mounted on canvas,22 by 29 5/8 in.,30000.0,20000.0
4362,"100,000 - 150,000 usd","170,500 usd","nov 19, 2012 - nov 20, 2012",diego rivera,sotheby's new york,latin american art,oil on canvas,38 7/8 by 37 in.,150000.0,170500.0
4363,"400,000 - 600,000 usd","434,500 usd","nov 19, 2012 - nov 20, 2012",francisco toledo,sotheby's new york,latin american art,oil and sand on canvas,39 3/4 by 51 1/4 in,600000.0,434500.0
4364,"100,000 - 150,000 usd","302,500 usd","nov 19, 2012 - nov 20, 2012",armando reveron,sotheby's new york,latin american art,oil on canvas,21 5/8 by 26 3/4 in,150000.0,302500.0
4365,"50,000 - 70,000 usd","134,500 usd","nov 19, 2012 - nov 20, 2012",diego rivera,sotheby's new york,latin american art,watercolor on rice paper mounted on canvas,15 1/4 by 10 7/8 in.,70000.0,134500.0
4366,"15,000 - 20,000 usd","23,750 usd","nov 20, 2012",mariano rodriguez,phillips new york,latin america,oil on canvas,32 1/2 x 45 3/4 in. (82.6 x 116.2 cm),20000.0,23750.0
4367,"20,000 - 30,000 usd","34,375 usd","nov 19, 2012 - nov 20, 2012",antonio segui,sotheby's new york,latin american art,mixed media on canvas,39 1/2 by 39 3/8 in.,30000.0,34375.0
4368,"300,000 - 400,000 usd","338,500 usd","nov 19, 2012 - nov 20, 2012",tomas sanchez,sotheby's new york,latin american art,acrylic on canvas,50 by 60 in.,400000.0,338500.0
4369,"35,000 - 45,000 usd","59,375 usd","nov 19, 2012 - nov 20, 2012",francisco toledo,sotheby's new york,latin american art,oil and sand on canvas,12 by 16 in.,45000.0,59375.0
4370,"15,000 - 20,000 usd","16,250 usd","nov 19, 2012 - nov 20, 2012",rene portocarrero,sotheby's new york,latin american art,gouache on paper laid down on masonite,28 7/8 by 20 1/8 in.,20000.0,16250.0
4371,"500,000 - 700,000 usd","602,500 usd","nov 19, 2012 - nov 20, 2012",francisco toledo,sotheby's new york,latin american art,oil and sand on canvas,47 3/4 by 59 1/8 in.,700000.0,602500.0
4372,"70,000 - 90,000 usd","134,500 usd","nov 19, 2012 - nov 20, 2012",rene portocarrero,sotheby's new york,latin american art,oil on canvas,42 by 25 in.,90000.0,134500.0
4373,"250,000 - 350,000 usd","362,500 usd","nov 19, 2012 - nov 20, 2012",diego rivera,sotheby's new york,latin american art,tempera on linen,20 by 15 in.,350000.0,362500.0
4374,"10,000 - 15,000 usd","10,000 usd","nov 12, 2012",david alfaro siqueiros,bonhams new york,contemporary art,acrylic on paper laid down on masonite,18 x 12in.,15000.0,10000.0
4375,"5,000 - 7,000 eur","5,500 eur*","oct 27, 2012",antonio segui,de vuyst,"old master, modern & contemporary art",canvas,46 x 55 cm,6790.0,5335.0
4376,"15,000 - 20,000 eur","19,306 eur","oct 23, 2012",antonio segui,artcurial,contemporary art,oil on canvas,h: 100 w: 100 cm,19400.0,18726.82
4377,"25,000 - 35,000 eur","29,602 eur","oct 23, 2012",antonio segui,artcurial,contemporary art,mixed media on paper mounted on canvas,h: 150 w: 150 cm,33950.0,28713.94
4378,"8,000 - 12,000 eur","12,870 eur","oct 23, 2012",antonio segui,artcurial,contemporary art,pastels and acrylic colors on paper mounted on canvas,h: 81 w: 100 cm,11640.0,12483.9
4379,"6,000 - 8,000 usd","21,250 usd","oct 23, 2012",fidelio ponce de leon,"heritage auctions, dallas",modern & contemporary art signature auction,oil on canvas,27 x 23 inches (68.6 x 58.4 cm),8000.0,21250.0
4380,"800 - 1,200 usd","1,250 usd","sep 18, 2012",cesar villacres,doyle new york,belle epoque: 19th & 20th century decorative arts,oil on canvas,20 x 24 inches,1200.0,1250.0
4381,"1,500 - 2,500 usd","1,200 usd*","sep 15, 2012",jose antonio velasquez,treadway gallery,20th century art and design auction,oil on artist board,"26.5"" x 18.5""",2500.0,1200.0
4382,"12,000 - 18,000 eur","15,301 eur","jul 21, 2012",antonio segui,tajan,modern & contemporary art - design,acrylic on canvas,100 x 100 cm,17460.0,14841.97
4383,"8,000 - 12,000 eur","16,250 eur","may 31, 2012 - jun 01, 2012",antonio segui,christie's paris,contemporary art,acrylic on canvas,100 x 100 cm. (39 3/8 x 39 3/8 in.),11640.0,15762.5
4384,"1,200 - 1,500 eur","1,544 eur","may 31, 2012",antonio segui,artcurial,contemporary art 2,pastel on canvas,16 x 22 cm,1455.0,1497.68
4385,"15,000 - 20,000 eur","33,463 eur","may 31, 2012",angel zarraga,artcurial,modern art 2,oil on canvas,"80,50 x 64,50 cm",19400.0,32459.11
4386,"50,000 - 70,000 eur","90,750 eur","may 29, 2012 - may 30, 2012",jesus-rafael soto,sotheby's paris,contemporary art,"acrylic, wood metal painted on panel",24 7/16 x 24 7/16 x 2 3/4 in.,67900.0,88027.5
4387,"70,000 - 90,000 usd","140,500 usd","may 23, 2012 - may 24, 2012",emilio pettoruti,sotheby's new york,latin american art,oil on canvas,31 3/4 x 25 1/2 in,90000.0,140500.0
4388,"90,000 - 120,000 usd","134,500 usd","may 23, 2012 - may 24, 2012",francisco toledo,sotheby's new york,latin american art,oil and gold foil on wood panel,12 1/4 x 9 3/4 in.,120000.0,134500.0
4389,"30,000 - 40,000 usd","37,500 usd","may 23, 2012 - may 24, 2012",francisco toledo,sotheby's new york,latin american art,"sand, gouache, watercolor, and ink on paper laid down on canvas",23 1/2 x 31 1/4 in,40000.0,37500.0
4390,"30,000 - 40,000 usd","31,250 usd","may 23, 2012 - may 24, 2012",fernando de szyszlo,sotheby's new york,latin american art,acrylic on canvas,33 1/2 x 39 7/8 in,40000.0,31250.0
