,precio estimado,precio_venta,fecha,autor,casa subasta,tipo,tecnica,dimensiones
111,"
250,000 - 350,000 USD ","
252,000 USD
","
Nov 17, 2021
", David Alfaro Siqueiros,Sotheby's New York,Modern Day Auction,"
                                            Masonite
                                        ","
                                                39 3/8 by 29 1/2 in.  
100 by 74.9 cm.  
                                            "
112,"
80,000 - 120,000 USD ","
226,800 USD
","
Nov 17, 2021
", René Portocarrero,Sotheby's New York,Modern Day Auction,"
                                            oil on paper mounted on Masonite
                                        ","
                                                39 1/4 by 27 3/4 in.  
99.7 by 70.5 cm.  
                                            "
113,"
80,000 - 120,000 USD ","
138,600 USD
","
Nov 17, 2021
", Francisco Toledo,Sotheby's New York,Modern Day Auction,"
                                            oil and sand on canvas
                                        ","
                                                38 3/8 by 51 1/4 in.  
97.5 by 130.3 cm.  
                                            "
114,"
30,000 - 40,000 USD ","
22,680 USD
","
Nov 17, 2021
", Rufino Tamayo,Sotheby's New York,Modern Day Auction,"
                                            charcoal, oil and sanguine on gessoed Masonite
                                        ","
                                                39 1/4 by 31 7/8 in.  
99.7 by 81 cm.  
                                            "
115,"
70,000 - 90,000 USD ","
119,700 USD
","
Nov 17, 2021
", René Portocarrero,Sotheby's New York,Modern Day Auction,"
                                            oil on board mounted on aluminum
                                        ","
                                                28 1/4 by 36 1/4 in.  
71.9 by 92.2 cm.  
                                            "
116,"
150,000 - 200,000 USD ","
189,000 USD
","
Nov 17, 2021
", Joaquín Torres García,Sotheby's New York,Modern Day Auction,"
                                            ink on incised wood
                                        ","
                                                19 3/8 by 11 3/4 in.  
49.3 by 29.8 cm.  
                                            "
117,"
250,000 - 350,000 USD ","
315,000 USD
","
Nov 17, 2021
", Joaquín Torres García,Sotheby's New York,Modern Day Auction,"
                                            oil on canvas
                                        ","
                                                21 by 25 1/2 in.  
53 by 64.8 cm.  
                                            "
118,"
350,000 - 450,000 USD ","
441,000 USD
","
Nov 17, 2021
", Rufino Tamayo,Sotheby's New York,Modern Day Auction,"
                                            oil and sand on canvas
                                        ","
                                                31 3/4 by 39 5/8 in.  
80.6 by 100.6 cm.  
                                            "
119,"
1,800,000 - 2,500,000 USD ","
3,287,000 USD
","
Nov 16, 2021
", Diego Rivera,Sotheby's New York,Modern Evening Auction,"
                                            oil on canvas
                                        ","
                                                31 3/4 by 25 3/4 in.  80.8 by 65.2 cm.  31 3/4...
                                            "
120,"
250,000 - 350,000 USD ","
378,000 USD
","
Nov 16, 2021
", Armando Reverón,Sotheby's New York,Modern Evening Auction,"
                                            oil on canvas
                                        ","
                                                27½ by 39½ in.  
69.9 by 100.3 cm.  
27 1/2 x...
                                            "
121,"
700,000 - 900,000 USD ","
1,230,000 USD
","
Nov 16, 2021
", Joaquín Torres García,Sotheby's New York,Modern Evening Auction,"
                                            oil on canvas
                                        ","
                                                33 7/8 by 41 5/8 in.  
86 by 105.7 cm.  
33...
                                            "
122,"
200,000 USD ","
300,000 USD*
","
Oct 15, 2021 - Nov 10, 2021
", Joaquín Torres García,Castells,Online: Bister-Pessaj Collection,"
                                            Oil on cardboard
                                        ","
                                                47 x 43 cm
                                            "
123,"
100,000 - 150,000 USD ","
82,000 USD*
","
Oct 15, 2021 - Nov 10, 2021
", Joaquín Torres García,Castells,Online: Bister-Pessaj Collection,"
                                            Oil on cardboard
                                        ","
                                                36 x 32,5 cm
                                            "
124,"
30,000 - 50,000 USD ","
40,312 USD
","
Nov 10, 2021
", David Alfaro Siqueiros,Bonhams New York,Impressionist and Modern Art,"
                                            acrylic on panel
                                        ","
                                                31 1/2 x 24 in 
                                            "
